,Text,Intent
6959,can i substitute cream for milk,oos
6960,can i use baking soda instead of baking powder,oos
6961,substitute for milk in pancakes,oos
6962,can i use something else if i don't have eggs,oos
6963,can i use almond milk instead of rice milk,oos
6964,can i use normal flour if i don't have bread flour,oos
6965,can i use coconut oil instead of olive oil,oos
6966,can you just use regular milk instead of buttermilk,oos
6967,can i use strawberries instead of pineapples for this,oos
6968,can i use sharp cheddar instead of muenster,oos
6969,can i substitute rice milk for milk,oos
6970,place a phone call to yiming,oos
6971,phone lobby,oos
6972,can you redial the last number dialed,oos
6973,call 911,oos
6974,can you call a taxi,oos
6975,can you call mom,oos
6976,call justin,oos
6977,call home,oos
6978,call erryn,oos
6979,i have to call the commander,oos
6980,it is important that i call katie,oos
6981,i am going to call the landlord,oos
6982,call macy,oos
6983,dial lisa's cell phone number,oos
6984,please dial david now,oos
6985,please phone lizzy,oos
6986,please dial x's phone number,oos
6987,dial x's phone please,oos
6988,please call toby,oos
6989,call dave,oos
6990,can you call my mom,oos
6991,call mark,oos
6992,call friend,oos
6993,can i call a restaurant,oos
6994,call jim,oos
6995,can you make a phone call to roger,oos
6996,call mymother,oos
6997,can you make a phone call to randy,oos
6998,give liz a call,oos
6999,i want you to call bella,oos
7000,phone call secretary,oos
7001,call tom,oos
7002,dial x's number,oos
7003,call christie's work number,oos
7004,phone christie,oos
7005,call christie,oos
7006,please dial christie's number,oos
7007,can you call someone,oos
7008,dial someone's phone number,oos
7009,call someone,oos
7010,it's time for me to call drew,oos
7011,it's necessary to call michael,oos
7012,i must call jordan,oos
7013,place a call to bill now,oos
7014,i have to call jane,oos
7015,place call to robby,oos
7016,dial sarah,oos
7017,call robby,oos
7018,phone sarah,oos
7019,call sarah,oos
7020,call robby for me,oos
7021,i want to call robby,oos
7022,can you call robby,oos
7023,phonecall sarah,oos
7024,i want to talk to sarah,oos
7025,dial steven,oos
7026,phone steven,oos
7027,ring steven,oos
7028,call steven,oos
7029,use my phone to dial work,oos
7030,initiate a phone call with receptionist,oos
7031,can a phone call be made to maria,oos
7032,please do me a favor and call brother mario,oos
7033,call sandra right now,oos
7034,immediately call tom,oos
7035,connect me to bob,oos
7036,place a call to father callahan,oos
7037,i should call ruthie,oos
7038,i must call roderick,oos
7039,i need to call mark,oos
7040,wake me up at noon tomorrow,oos
7041,set my alarm for getting up,oos
7042,make sure my alarm is set for three thirty in the morning,oos
7043,make a new alarm for 6 in the morning,oos
7044,make a new alarm,oos
7045,create an alarm,oos
7046,i need an alarm for 6am,oos
7047,can you alert me at 6 in the morning,oos
7048,"set an alarm for 6am, please",oos
7049,initiate a new alarm please,oos
7050,set up an alarm,oos
7051,make up a new alarm,oos
7052,i want to make an alarm,oos
7053,schedule an alarm,oos
7054,i need alarms set for 6am and 615am,oos
7055,set me an alarm for 4pm and another for 5pm,oos
7056,set one alarm for 215pm and another for 7pm,oos
7057,set the alarm to go off at 9 tomorrow,oos
7058,please set up an alarm to go off tomorrow at daybreak,oos
7059,could you set one alarm for 8am saturday and one for 9am sunday,oos
7060,can i turn on the alarm now,oos
7061,please turn on the alarm,oos
7062,can you play an alarm at 5pm,oos
7063,create alarm 6am,oos
7064,make an alarm 6am,oos
7065,create an alarm for 6am,oos
7066,put in an alarm for 5pm,oos
7067,i want an alarm at 5pm,oos
7068,set an alarm,oos
7069,create alarm,oos
7070,set alarm,oos
7071,i need an alarm to wake me up at 8 tomorrow morning,oos
7072,i need you to set an alarm for 8am tomorrow,oos
7073,i need an alarm set for 6 in the morning,oos
7074,i need an alarm set for 10:00 and another set for 3:00,oos
7075,set an alarm for me for 10:00 and another one set for 4:00,oos
7076,would you set my alarm for 10:00 and another for 3:00,oos
7077,assist me by setting my alarm for 9:00 and another for 11:00,oos
7078,tomorrow i need an alarm at 7 tomorrow,oos
7079,"at 9 tomorrow, set off the alarm",oos
7080,ring my phone at 12 pm,oos
7081,set alarm for 5 am,oos
7082,please set an alarm for 2 pm for me,oos
7083,can you make an alarm for 7 am,oos
7084,i need an alarm at 8 pm,oos
7085,set an alarm to go to sleep and another to wake up,oos
7086,please set a reminder for me,oos
7087,set an alarm to work out and another to go home,oos
7088,create an alarm for me,oos
7089,make an alarm for me,oos
7090,set an alarm for my meeting and another for my phone call,oos
7091,i want an alarm set up,oos
7092,have an alarm wake me at 10:30 am,oos
7093,i want an alarm to go off at 9 am,oos
7094,i need an alarm set for 9 am and another for 11 am,oos
7095,i need you to schedule an alarm,oos
7096,please create an alarm for 5:45 am and an alarm for 6:15 am,oos
7097,would you set up an alarm for me,oos
7098,i need an alarm to go off at 6 am,oos
7099,"please set two alarms, one at 12 pm and the next at 1 pm",oos
7100,i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,oos
7101,i want to be woken up at 9 tomorrow,oos
7102,what are the things that i have for today,oos
7103,what is left to do today,oos
7104,what do i have to do today,oos
7105,"the tasks for today, what are they",oos
7106,i need to know what my to-do list is looking like,oos
7107,do i have cleaning the counters on my to-do list,oos
7108,is cleaning the toilet on my to-do list,oos
7109,tell me what is on the list of things to do,oos
7110,is vacuuming on my list of things to do,oos
7111,read me my list of things to do,oos
7112,tell me what is on my todo list,oos
7113,i need my todo list read,oos
7114,i need to hear my todo list,oos
7115,is taking out the trash on my to do list,oos
7116,read to me my to do list,oos
7117,can you tell me my to do list,oos
7118,i want to know what i have to do,oos
7119,tell me the content of my to do list today,oos
7120,what is on my to do list,oos
7121,please read back to me my to do list,oos
7122,check my domestic to do list for carpet cleaning,oos
7123,check my to do list to see if jewelry repair is listed,oos
7124,does my errand list have goodwill on it,oos
7125,what chores do i have waiting on my reminder list,oos
7126,do i already have a task on my todo list to research delaware,oos
7127,i want to hear everything on my todo list,oos
7128,do i have any birthdays on my todo list,oos
7129,how many items are on my todo list,oos
7130,is doing my laundry already on my todo list,oos
7131,how many chores are on my todo list,oos
7132,iterate the items on my todo list,oos
7133,do i have an item on my todo list related to shopping,oos
7134,are the items on my todo list listed alphabetically,oos
7135,did i remember to add buy flowers to my chore list today,oos
7136,can you check if i've added an item to throw out the carcasses on my todo list,oos
7137,what tasks have i yet to complete off my list,oos
7138,do i have anything on my todo list about shoveling snow,oos
7139,what items do i need to do,oos
7140,did i create a task to clean the gutters on my list,oos
7141,is studying for the chem exam on my todo list,oos
7142,do i have a car wash scheduled on my to do list,oos
7143,at what time is laundry on my to do list,oos
7144,have i set aside a time on my to do list to do my taxes,oos
7145,did i jot down a time to see my accountant on my to do list,oos
7146,when is babysitting on my to do list,oos
7147,what does my to-do list consist of,oos
7148,can you please tell me what is on my to-do list,oos
7149,i wonder what my to-do list looks like for today,oos
7150,what does my to-do list look like,oos
7151,"repeat my to do list to me, please",oos
7152,can i hear the complete to do list just dictated,oos
7153,"can you tell me all of the things on my to do list for tomorrow, please",oos
7154,please remind me of the tasks on my to do list,oos
7155,"what do i have to do tomorrow, according to my to-do list",oos
7156,i want to hear my to do list please,oos
7157,what have i got on my to-do list,oos
7158,i need to know what tasks are on my to-do list,oos
7159,i want to hear my to do list read out loud,oos
7160,can you look to see whether feeding the fish is on my to do list,oos
7161,please let me know if giving the dog a bath is on my list of tasks to complete,oos
7162,can you walk me through the various tasks on my to do list,oos
7163,what do i have left to do on my to-do list,oos
7164,is changing the water filter on my to do list right now,oos
7165,please tell me all the items on my to do list right now,oos
7166,please inform me of what tasks i have listed on my to do list,oos
7167,did i put unpacking groceries on my to do list,oos
7168,do i have watering the plants on my to do list,oos
7169,let's go through my to do list items please,oos
7170,use a different accent,oos
7171,try using a different accent,oos
7172,change the accent you're speaking in,oos
7173,would you change your accent to the male british one,oos
7174,i want your accent changed to the male british one,oos
7175,i need for you to change your accent to the male british one,oos
7176,would you please get your accent changed to the male british one,oos
7177,could you use a male voice,oos
7178,use a male voice now,oos
7179,use a male voice instead,oos
7180,try a male voice,oos
7181,i would prefer your voice to be male,oos
7182,change to a male voice,oos
7183,could you talk like a british male,oos
7184,can i change the voice to male,oos
7185,i want to hear the female voice option,oos
7186,i would prefer to hear the female voice,oos
7187,i would prefer to hear you speak like a british male,oos
7188,go ahead and switch to the female voice,oos
7189,i must to the female voice,oos
7190,please change to the female voice,oos
7191,please change your accent to the male british one,oos
7192,i need you to change your accent to the male british one,oos
7193,go ahead and switch to the male voice,oos
7194,you need to change your accent to the male british one,oos
7195,i wanna switch to the male voice,oos
7196,i want to change what accent you use,oos
7197,use a new accent,oos
7198,switch to a different accent,oos
7199,can you use a different accent,oos
7200,speak in a male voice,oos
7201,use one of your male voices,oos
7202,speak in a woman's voice,oos
7203,switch over to the male voice mode,oos
7204,go to the female voice,oos
7205,please use your female voice,oos
7206,please change your accent the male british one,oos
7207,make your accent the male british one,oos
7208,switch over to the female voice,oos
7209,use a woman's voice,oos
7210,can i get you to talk like a pouty english guy,oos
7211,"if you can do accents, i want to hear you talk like david bowie",oos
7212,change to a male british accent,oos
7213,can you do a british male accent,oos
7214,set to female voice,oos
7215,please change accent to british male,oos
7216,please set to female voice,oos
7217,use male voice,oos
7218,please use male voice,oos
7219,can you use male voice,oos
7220,use male voice now,oos
7221,now use male voice,oos
7222,speak as a british male,oos
7223,change accent to british male,oos
7224,change to female voice,oos
7225,use the male voice please,oos
7226,can you swap to male voice,oos
7227,i want to change to male voice,oos
7228,use female voice now instead,oos
7229,please start using female voice,oos
7230,i want to use the female voice now,oos
7231,switch from the male to the female voice,oos
7232,switch over from female to the male voice,oos
7233,i need a new accent male british,oos
7234,switch to male british accent,oos
7235,where can i locate my w2 so i can do my taxes,oos
7236,where is the w-2 form located,oos
7237,where can i locate my w-2 form,oos
7238,where can one receive their w-2 form,oos
7239,where would my w2 be found so i can do my taxes,oos
7240,i need to find my w2 so i can do taxes,oos
7241,where do i get the form i need for taxes,oos
7242,how can i get my year end summary for taxes,oos
7243,a w2 form can be gotten from where,oos
7244,can i get a w2 form online,oos
7245,help me get a w2 to do my taxes,oos
7246,what location can i get a w2 from,oos
7247,where can i get a w2,oos
7248,a w2 form is obtainable where,oos
7249,who can send me a w2 so i can complete my taxes,oos
7250,how can i get my w2 to do my taxes,oos
7251,can you tell me what the form is employers are supposed to send you for taxes and where i get it,oos
7252,i need to do taxes and have to get a w2,oos
7253,where do i find the irs form that tells me the amount of money i owe them,oos
7254,can you locate my w-2,oos
7255,i would like to know how to find my w-2,oos
7256,can you help me find my w-2,oos
7257,"hey, anyone seen my w-2",oos
7258,help - i can't find my w-2,oos
7259,where is my w-2,oos
7260,i need to download my w-2 form,oos
7261,can you access my w-2,oos
7262,where can i get the form i need to do my taxes,oos
7263,"where can i get the form i need to do my taxes, please",oos
7264,where can i get a w2 form from,oos
7265,where can i obtain a w2 form,oos
7266,where can i find a w2 form,oos
7267,where can i obtain a w2 form from,oos
7268,where can i get the employment form i need to do my taxes,oos
7269,"where can i get the employment form i need to do my taxes, please",oos
7270,where can i find my w2,oos
7271,where do i get my tax papers,oos
7272,where do i recieve a w2,oos
7273,how do i get a w2,oos
7274,can you tell me where to get a w2,oos
7275,who has the tax form that shows my wages,oos
7276,what is that tax form that shows my wages and where do i get it,oos
7277,where do i locate the form that has my tax information,oos
7278,who has the tax form that has my wage informaton,oos
7279,where's my w-2,oos
7280,i can't find my w-2,oos
7281,do you know where my w-2 is,oos
7282,i'm having trouble locating my w-2,oos
7283,i am in need of my w2 for tax reasons; provide me where to get it,oos
7284,where can i get my w2 from for tax reasons,oos
7285,where could i locate a w2 form from,oos
7286,locate my w-2 form,oos
7287,where could i find forms to get my w2,oos
7288,where can i find my tax form to report what i earn,oos
7289,how do i find my w-2 form,oos
7290,where do i get my w2 form from,oos
7291,tell me where to get myy w-2 form,oos
7292,i need to know where to get a w-2 form,oos
7293,when will i receive my w2,oos
7294,can i get my w2 online,oos
7295,i need help getting a w-2,oos
7296,does my w2 come by mail,oos
7297,how do i get a personal w2 form,oos
7298,have i been sent my w-2 in my email,oos
7299,when's the gas bill due,oos
7300,when do i pay the utilities,oos
7301,i need to know when i must pay my car bill,oos
7302,how much is my water bill,oos
7303,is my bill due this week,oos
7304,how much time left to pay my bill,oos
7305,when's the next phone bill,oos
7306,when is my next car payment,oos
7307,can you alert me when my phone bill is due,oos
7308,how can i know when my cable bill is due,oos
7309,how long do i have left to pay for my chase credit card,oos
7310,what is the due date of my att bill,oos
7311,how many more days before my verizon bill is due,oos
7312,what is the due date of my bill,oos
7313,what day is my bill due,oos
7314,when is my bill due,oos
7315,tell me when my bill will be due,oos
7316,i would like to know my electric bills date it needs to be payed,oos
7317,i need to know where to locate when my gas bill is due,oos
7318,can you tell me when my electric bill is due,oos
7319,i need to know the due date for my credit card,oos
7320,where should i look for when my gas bill is due,oos
7321,can you tell me the date my credit card is due,oos
7322,i'd like to find the date that my gas bill is due,oos
7323,how do i know when to pay my gas bill,oos
7324,when do i have to pay my water bill by,oos
7325,when do i have to pay my internet bill by,oos
7326,when do i have to pay my gas bill by,oos
7327,tell me when i have to pay my bill,oos
7328,what date do i have to pay my bill,oos
7329,give me the date my bill is due,oos
7330,on what day do i have to pay my nordstrom bill,oos
7331,when do i need to pay my annual payment for auto insurance,oos
7332,what is the exact due date for my mortgage payment,oos
7333,what is the due date for my metronorth monthy pass,oos
7334,can you tell me when my peco energy bill is due this month,oos
7335,what is the due date on my xfinity internet bill for february,oos
7336,i need the new due date for my pgw gas bill,oos
7337,what time do i have to pay z bill,oos
7338,whats the due date for z bill,oos
7339,how long before my lawn guy bill's due,oos
7340,what date is my water bill due,oos
7341,whats the deadline for amex payment,oos
7342,when is my visa due,oos
7343,when is visa due,oos
7344,do you know when i need to pay my mastercard,oos
7345,what's the due date for my american express payment,oos
7346,when is my mortgage payment due,oos
7347,when's the next time i have to pay the insurance,oos
7348,how long do i have to pay the gas bill,oos
7349,when's the rent due,oos
7350,when does the car payment come due,oos
7351,when does the electric bill up,oos
7352,when do i owe the rent,oos
7353,do you know when my next electric bill is due,oos
7354,what is the due date of my at&t bill,oos
7355,when is my at&t bill due,oos
7356,what's the due date for the renting bill,oos
7357,i want to know when a bill is due,oos
7358,what day is the bill due,oos
7359,when is the bill due,oos
7360,how do i find when my water bill needs to be paid,oos
7361,when is my electric bill due,oos
7362,when do i need to pay the water bil,oos
7363,how do i find when my medical bill is due,oos
7364,can you provide me the calories in the smoothie,oos
7365,can you tell me the calories for the cheeseburger,oos
7366,i'd like the calories for this chicken breast,oos
7367,how many calories in this slice of pizza,oos
7368,what about the calories for this chicken salad,oos
7369,a large french fry has how many calories,oos
7370,tell me how many calories in a medium size apple,oos
7371,what's the number of calories in a pepsi,oos
7372,what is the calorie content of a small bag of lay's potato chips,oos
7373,how many calories does a kitkat have,oos
7374,how many calories are there in a scoop of chocolate ice cream,oos
7375,how many calories does a scoop of chocolate ice cream contain,oos
7376,what's the expected calories in a cream filled cookie,oos
7377,what's the amount of calories in a cheesy omelette,oos
7378,can you tell me the calorie count in a glazed donut,oos
7379,how many calories are in waffles,oos
7380,what's the calorie content for fried eggs,oos
7381,what's the amount of calories in an cream filled oatmeal cookie,oos
7382,how high in calories is pork,oos
7383,how many calories are in a honey bun,oos
7384,what's the number of calories in a coke,oos
7385,what are the total calories for two servings of pasta,oos
7386,how many calories should i plan to be in a donut,oos
7387,how many calories would i estimate for fettuccine alfredo,oos
7388,what's the caloric content if you eat roast beef,oos
7389,how many calories would i consume if i ate a loaded hotdog,oos
7390,what's the calorie content of cheetos,oos
7391,how many calories do cheetos have,oos
7392,how many calories are in a cup of white rice,oos
7393,how many calories are in vanilla ice cream,oos
7394,one cup of almonds has how many calories,oos
7395,what's the calorie info for 2 cups of regular chex mix,oos
7396,a bowl of cheerios with milk has how many calories,oos
7397,how many calories are in chocolate ice cream,oos
7398,"in one cookie, how many calories would i find",oos
7399,what is the calorie count for one cookie,oos
7400,"if i ate a cookie, how many calories would i be ingesting",oos
7401,cookies have how many calories,oos
7402,how many calories are in a cookie,oos
7403,how many calories in gum,oos
7404,how many calories in chicken,oos
7405,how many calories are in chicken breast,oos
7406,how many calories in peanuts,oos
7407,what is the total number of calories in a bag of potato chips,oos
7408,give me expected number of calories in a breakfast burrito,oos
7409,can you tell me the number of calories in one serving of whole cashews,oos
7410,please tell me the total calories a single serving of chocolate ice cream is expected to contain,oos
7411,please tell me how many calories one chocolate bar contains,oos
7412,what's the average number of calories in one cup of tomato soup,oos
7413,what is the caloric value of a cookie,oos
7414,how many calories are in cookies,oos
7415,can you tell me how many calories are in cookies,oos
7416,what is the calorie count in a cookie,oos
7417,what are the calories in a cookie,oos
7418,what is the calorie count for muffins,oos
7419,are there a lot of calories in muffins,oos
7420,tell me the amount of calories in muffins,oos
7421,look up the calories in an apple,oos
7422,what's the caloric content of an apple,oos
7423,tell me the calorie content for an apple,oos
7424,i need to know the calorie content in a piece of pepperoni pizza,oos
7425,how many calories are in an apple,oos
7426,i want the calorie content for a banana,oos
7427,what is the calorie look like in apples,oos
7428,what is the calorie going to be if i'm eating cereal,oos
7429,add up the calories in tacos,oos
7430,how many calories are in cheerios,oos
7431,what type of calorie numbers are in onions,oos
7432,i need to know the calorie count of a bacon cheeseburger,oos
7433,whats the calorie content of oatmeal,oos
7434,how many calories are in a piece of bacon,oos
7435,how do you report a burned debit card,oos
7436,"my card split in half, how do i report it",oos
7437,report my burned card to the company,oos
7438,what do i say when i report a split credit card,oos
7439,i dropped my card in my gasoline and the printing wore off,oos
7440,i need to report that my dog chewed up my card,oos
7441,it seems i can't use my card since it has been damaged,oos
7442,"unfortunately, my card is damaged and unusable",oos
7443,what should i do with an unusable and damaged card,oos
7444,i cracked my card and need a replacement,oos
7445,my card got melted and i need to report it,oos
7446,"my card got melted and i need to report it, please",oos
7447,"my card got melted in the dryer and i need to report it, please",oos
7448,"my card got damaged and i need to report it, please",oos
7449,my card is damaged so i can not use it,oos
7450,report the card has been damaged,oos
7451,"i can not use my card, it is damaged",oos
7452,"the card is torn, let's report it",oos
7453,my card is damaged and no longer function,oos
7454,report the card has been torn,oos
7455,i can not use my card since it is damaged,oos
7456,i need to report a bent card,oos
7457,report that i split my card,oos
7458,please make a report that my card is split,oos
7459,"the magnetic strip on my card is scratched, let the card company know",oos
7460,"i cut up the wrong card, please contact the bank and let them know",oos
7461,"i creased my card today, contact the bank",oos
7462,"my card is cracked, please tell the card company",oos
7463,"the dog chewed up my card, will you find out what it takes to get a replacement",oos
7464,the plastic numbers on my card are falling off,oos
7465,corner of my credit card is chipped off,oos
7466,my card is too scratched and won't read correctly,oos
7467,the sticker on my card is peeling off,oos
7468,i can't use my card because it is broken,oos
7469,my damage card will not work,oos
7470,i don't know who to notify that i ran my credit card over with the lawn mower,oos
7471,i ran my credit card over with the lawn mower and need to replace it,oos
7472,i need to replace my credit card because i ran it over with the lawn mower,oos
7473,my card is partially damaged how do i report this,oos
7474,my card is not working and i need to let them know,oos
7475,my card's magnetic strip is not working and i want to notify them,oos
7476,how do i report my card if it got cut in half,oos
7477,my card is cracked and i want to report it,oos
7478,my card is too scratched up and i need to report it,oos
7479,i need to report my bent card,oos
7480,report to the company that i damaged my card,oos
7481,call the card company and ask them to replace my card,oos
7482,i damaged the card; can you replace the card,oos
7483,i demagnetized my card and want to report it,oos
7484,i want to report a broken card,oos
7485,"my phone was too close to my card and demagnetized it, how can i report this",oos
7486,my card has been erased and i need to report it,oos
7487,"i need a report form for my damaged, demagnetized card",oos
7488,how to report bent credit card,oos
7489,i can't use my broken card,oos
7490,i broke my card,oos
7491,how to tell the company that my credit card melted,oos
7492,my card is broken,oos
7493,my card isn't working,oos
7494,who do i report to if my credit card snaps,oos
7495,"i accidentally bent my card, what do i do",oos
7496,how do i report a melted credit card,oos
7497,"my card needs replaced, i accidentally scraped it",oos
7498,"i'd like to report my card as damaged, it's bent",oos
7499,"my card got scratched badly, can you tell my bank to send a replacement",oos
7500,i accidentally put my credit card in the shredder,oos
7501,my dog ate my credit card and ruined it,oos
7502,can you assist me with reporting that the atm nicked my card,oos
7503,i need to report a new card please the atm hurt mine,oos
7504,how report that scratched my card,oos
7505,i cracked my rewards card can i get a different one,oos
7506,are the donuts at tgi well reviewed,oos
7507,what are the comments on the donuts at tgi,oos
7508,are people recommending the donuts at tgi,oos
7509,does outback steakhouse have good reviews,oos
7510,does pizza hut have good reviews,oos
7511,does have good reviews have great reviews,oos
7512,does red robin have good reviews,oos
7513,so does outback steakhouse have good reviews,oos
7514,how good are the ratings for pizza hut,oos
7515,how good are the ratings for red robin,oos
7516,how good are the ratings for the olive garden,oos
7517,what are people saying about chipotle,oos
7518,tell me the reviews for chipotle,oos
7519,do people like chipotle,oos
7520,what are the ratings for chipotle,oos
7521,how good are the ratings for chic-fil-a,oos
7522,how good are the ratings for olive garden,oos
7523,how good are the ratings for longhorn steakhouse,oos
7524,does chic-fil-a have good reviews,oos
7525,how good are the ratings for outback steakhouse,oos
7526,does wendy's have good reviews,oos
7527,does mcdonalds have good reviews,oos
7528,what reviews does miyabi have,oos
7529,does applebee's have good reviews,oos
7530,how are the reviews for cracker barrel,oos
7531,are the reviews for mi casita good,oos
7532,are the reviews good or bad for burger king,oos
7533,tell me the ratings for the local denny's,oos
7534,does the bleu olive have decent reviews,oos
7535,how are the reviews for la loconda,oos
7536,does the mediterranean grille have good reviews,oos
7537,have you heard how the enchiladas are at jose's taco shop,oos
7538,how does yelp report the enchiladas are at jose's taco shop,oos
7539,does ihop have good reviews,oos
7540,can you tell me if eating at outback's any good,oos
7541,how are the reviews for spaghetti at the olive garden,oos
7542,how's the lo mein rated at hun lee's,oos
7543,is mcdonalds a good place to eat,oos
7544,how are the burgers at carl jr's,oos
7545,are the chili's reviews any good,oos
7546,i want to know how the mcdonalds reviews are,oos
7547,let me know how the outback steakhouse reviews are,oos
7548,what are the reviews like for khin khao,oos
7549,what are the reviews like for mission chinese,oos
7550,what are the reviews like for la camelia,oos
7551,how are people liking the sushi at yakamoto,oos
7552,is there any opinions on the sushi at yakamoto,oos
7553,is the sushi well-received at yakamoto,oos
7554,at yakamoto how is their sushi,oos
7555,what is the sushi like at yakamoto,oos
7556,what are the reviews like at minnis,oos
7557,tell me the reviews for bjs,oos
7558,what are the ratings about at pho king,oos
7559,how are the ratings like for buffalo wild wings,oos
7560,read some of the reviews for wing stop,oos
7561,does applebees have alright reviews,oos
7562,what do the ratings say about korean bbq,oos
7563,what are the reviews for mountain mikes,oos
7564,i need to hear reviews for panda express,oos
7565,does chillis have good reviews,oos
7566,do people like the food at wendy's,oos
7567,what do people think about the sandwiches at wendy's,oos
7568,pull up the ratings for macaroni grill,oos
7569,tell me about the reviews for olive garden,oos
7570,are the reviews for chevy's any good,oos
7571,has ruby tuesday got good reviews,oos
7572,tell me how good ihop's ratings are,oos
7573,fill me in on the reviews for ruby tuesday,oos
7574,does ihop have positive reviews,oos
7575,please give my routing number for my national account,oos
7576,tell me my first national account's routing number,oos
7577,how can i find my routing number for el dorado,oos
7578,i need you to tell my what my routing number is for my first county account,oos
7579,i need the routing number for my woodlawn account,oos
7580,where do i find the routing number for sunflower bank,oos
7581,can i get the routing number for sunflower bank,oos
7582,where do i find the routing number for nfcu,oos
7583,what's bank of america's routing number,oos
7584,i need to know nfcu's routing number,oos
7585,can you tell me the routing number of wells fargo,oos
7586,how do i find axos bank's routing number,oos
7587,"ai, what is my chase checking routing number",oos
7588,what's my routing number from chase,oos
7589,can you help me find my routing number from wells fargo,oos
7590,could you tell me what my routing number from first republic is,oos
7591,do you know where i can find my suntrust routing number,oos
7592,what routing number do i use to send an international wire with citibank,oos
7593,search for my routing number for my checking account with wells fargo,oos
7594,what is my pnc account routing number,oos
7595,can you tell me the routing number for my chase checking,oos
7596,please find my routing number for my citizens' bank account,oos
7597,"what is the correct routing number for my citizens bank account, pennsylvania",oos
7598,what's the routing number for my money market account,oos
7599,tell me my bank routing number,oos
7600,tell me my bank of america routing number,oos
7601,what's the routing number for my savings account,oos
7602,let me know my bank of america routing number,oos
7603,what's the routing number for my checking account,oos
7604,let me know my routing number,oos
7605,what's the routing number for my current savings,oos
7606,i need to know my routing number,oos
7607,what's the routing number for my current checking,oos
7608,show me the routing number for chase,oos
7609,i need to know my bank of america routing number,oos
7610,show me my routing number for account finishing in 29309,oos
7611,"for my westport account, what is the routing number",oos
7612,what is the routing number for royal,oos
7613,display the routing number for account huntington,oos
7614,provide me the routing number for my fed account,oos
7615,give me the routing number for my paragon account,oos
7616,tell me the routing number for my wf account,oos
7617,routing number for american river,oos
7618,what is the routing number of cadence,oos
7619,what's my pioneer routing number,oos
7620,can you tell me my routing number for summit,oos
7621,what is my routing number for marine bank,oos
7622,can you tell me my routing number,oos
7623,i want to know my routing number please,oos
7624,what's the routing number for my navy federal account,oos
7625,what's the routing number for my bank of america account,oos
7626,where do i find the routing number for chase,oos
7627,where do i find the routing number for bank of the west,oos
7628,where do i find the routing number for navy federal,oos
7629,what's the routing number for my bank of the west account,oos
7630,what's the routing number for my usaa account,oos
7631,what's my bank routing number,oos
7632,i need to know the routing number for my wells fargo account,oos
7633,please tell me my bank of america routing number,oos
7634,i need to know the routing number for my checking,oos
7635,could you tell me the routing number for my chase checking account,oos
7636,i need the routing number to my chase checking account,oos
7637,what is the routing number on my first merit account,oos
7638,will you tell me my routing number,oos
7639,would you tell me my routing number,oos
7640,i need to know chase banks routing #,oos
7641,what type of pet do you have,oos
7642,do you have any type of pet,oos
7643,what are the pets that you have in your possession,oos
7644,how would you explain the pets you own,oos
7645,what are the pet types you own,oos
7646,do you have any pet animals,oos
7647,any pets in your household,oos
7648,do you have any domestic animals,oos
7649,which animals do you have at home,oos
7650,tell me all about the creatures you own,oos
7651,"specifically, what pets do you own",oos
7652,"if you had to choose, would you choose a cat or a dog",oos
7653,"what is your favorite, cats or dogs",oos
7654,which food do you give your pets,oos
7655,how old are your pets,oos
7656,the pets are all good,oos
7657,what is the colour of your pets,oos
7658,what is your favourite pet,oos
7659,do you have many kinds of pets at your house,oos
7660,what kind of pets live with you,oos
7661,tell me about your pets,oos
7662,let me know about your pets,oos
7663,can you tell me the types of pets you have,oos
7664,so what pets do you have,oos
7665,would you say you like cats or dogs,oos
7666,would you say you're a person who likes cats or dogs more,oos
7667,would you let me know if you are a cat or dog person,oos
7668,let me know what kinds of pets you have,oos
7669,i am needing to know what kind of pets you have,oos
7670,tell me what kind of pets you have,oos
7671,i want to know if you are a cat or dog person,oos
7672,i need to know whether you are a cat or dog person,oos
7673,tell me whether you are a cat or dog person,oos
7674,you have what kind of pets,oos
7675,kind of what pets do you have,oos
7676,"imagine you had to pick a preferred animal between cats or dogs, which will you pick",oos
7677,why types of animals do you currently have as pets,oos
7678,what species of pets do you own,oos
7679,what sort of animals are your pets,oos
7680,would you say you like dogs more or cats more,oos
7681,would you say that you are now a pet owner,oos
7682,"which do you prefer, cats or dogs",oos
7683,what pets do you currently own,oos
7684,"if you were getting a pet, would you get a cat or would you get a dog",oos
7685,so are cats and dogs liked by you,oos
7686,are you a cat person,oos
7687,do you like cat or dogs,oos
7688,i need to know what kinds of pets you have,oos
7689,do you like cats or dogs,oos
7690,"if you had to choose, cat or dog",oos
7691,would you like to live with a cat or a dog,oos
7692,"which domestic animal do you prefer, dog or cat",oos
7693,"what is your favorite pet, a cat or a dog",oos
7694,do you have pets,oos
7695,what are all your pets,oos
7696,what are your pets,oos
7697,how many pets do you have,oos
7698,what animals do you have,oos
7699,do you own any pet,oos
7700,what are the pets that you take care of,oos
7701,can you tell me about the pets you have,oos
7702,i am curious about whether you have pets,oos
7703,i want to know whether or not you are a pet owner,oos
7704,what sorts of pets do you own,oos
7705,are you a pet owner,oos
7706,i want to know if there is meeting room available at 8,oos
7707,meeting room availability from 8:00 please,oos
7708,i want to check if there is any meeting room available between 8:00 and 10:00 am,oos
7709,tell me how do i schedule a meeting,oos
