,Text,Intent
1954,get me instruction to change oil,oos
1955,what kind of oil does my car take and how do i do a change,oos
1956,"can you assist with an oil change, and what type of oil do i get",oos
1957,"i want to change my oil if you can tell me what to do, and what kind do i get",oos
1958,how do i change the oil for my car,oos
1959,what steps do i take to change the oil for my car,oos
1960,what are the steps to change the oil in my car,oos
1961,how can my oil be changed in my car,oos
1962,what kind of oil do i need to get and use for my car,oos
1963,i can't change my oil and don't know what kind i need,oos
1964,can you show me how to change the oil in my car,oos
1965,give me instructions to change my oil,oos
1966,how should i prepare to change my own oil,oos
1967,how easy is it to change your own oil,oos
1968,tell me what to do to change the oil in a subaru,oos
1969,can you make me a reservation for 4 pm on the 22nd at ruth's,oos
1970,i need a reservation at 8 on the 22nd of november at ruth's,oos
1971,can i make a reservation for 6 pm on the 21st at sidetracks,oos
1972,please reserve me a table at hell's kitchen on may 3rd at 8 pm,oos
1973,please reserve me a table for 2 pm at maxwell's on the 14th,oos
1974,can you book a table at the restaurant for me and my husband,oos
1975,can you get me a table for 3 at captain d's at 2pm,oos
1976,can you get me a table for 2 at mexico viejo at 3pm,oos
1977,can you get me a table for 4 at steve's,oos
1978,reserve a table for 4 at red lobster under the name dave at 7:30pm,oos
1979,can you get me a table for 3 at olive garden at 7pm,oos
1980,reserve a table for 2 at olive garden under the name jim at 6:00pm,oos
1981,can you get me a table for 5 at outback steakhouse at 6:30pm,oos
1982,can you get me a table for 5 at mcdonalds at 5pm,oos
1983,i need an 8 o'clock reservation at pizza hut for the last name mercury,oos
1984,i gotta make a reservation for 8 pm at red robin for 3,oos
1985,please book a reservation for 8 pm at red robin under the name kevin,oos
1986,i want you to book a reservation for 8 pm at red robin under the name kevin,oos
1987,you have to reserve a table for 4 at red robin under the name kevin at 7,oos
1988,please reserve a table for 4 at red robin under the name kevin at 7,oos
1989,i want to make a reservation for 8 pm at red robin for 3,oos
1990,i think i need to make a reservation for 8 pm at red robin for 3,oos
1991,i need to make a reservation for 8 pm at red robin for 3,oos
1992,would you please make a reservation for 2 at olive garden for 5 pm today,oos
1993,make a reservation for three at prime rib at 6:30 pm,oos
1994,i would like a reservation for 6:30 pm at pietro's under the name david jones,oos
1995,can you get me a table for two for 8:00 pm at parc,oos
1996,"call and make a 5:45 pm reservation for jason rogers, table for four",oos
1997,please make a reservation at ruth's steaks for a party of five at 7:00 pm under jack arnold,oos
1998,"can i make a reservation for 2 at state bird for 7:30, please",oos
1999,"can i make a reservation for 3 at state bird for 8:30, please",oos
2000,can i make a reservation for 2 at state bird for 8:30,oos
2001,please make a reservation for us at joy bar for 4 adults,oos
2002,"now, i need a reservation for backwoods crossing at seven for 6 people",oos
2003,make me a reservation for tomorrow at happys for four,oos
2004,make a reservation for 2 at red lobster at 8pm,oos
2005,check chase bank for my checking balance,oos
2006,i want my checking balance at chase,oos
2007,check my visa account and see if i have enough money for dinner tonight,oos
2008,do i have enough in my sears account to buy a new dishwasher,oos
2009,is there enough money in my discover account for a new pair of jeans,oos
2010,what is the total of my bank accounts,oos
2011,what is in my bank accounts,oos
2012,what is the balance on my bank accounts,oos
2013,how much money is left in my bank accounts,oos
2014,what is the balance of my bank accounts,oos
2015,what what kind money is available in my bank accounts,oos
2016,how much funds do i have in my bank accounts,oos
2017,how much is in savings,oos
2018,what's the amount of money accumulated in my bank accounts,oos
2019,how much total cash do i have in the bank,oos
2020,what is my current balance on my home equity line of credit,oos
2021,how much is the current balance in my td bank savings account,oos
2022,what is my balance in checking account,oos
2023,tell me what i have in my money market account,oos
2024,what is the available balance in savings,oos
2025,do i have enough money in my chase account for a new refrigerator,oos
2026,do i have enough money in my charles schwab account to get a new baseball bat,oos
2027,is there any money left,oos
2028,do i have enough in my boa account for a new pair of skis,oos
2029,how much do i have in savings,oos
2030,what's my account balance,oos
2031,i want to view my balance,oos
2032,i wish to know the balance of my bank of american account,oos
2033,i wanna know the balance of my bank of american account,oos
2034,i'd like to know the balance of my bank of american account,oos
2035,i wanna know my bank balance,oos
2036,is there enough money in my discover account for a vacation,oos
2037,do i have enough money in my first hawaiian bank account for a vacation,oos
2038,what is my savings account balance,oos
2039,what is my bank balance for all accounts,oos
2040,verify that i have reservations at chilis for john doe,oos
2041,can you check my reservations for mortons under david winters,oos
2042,check and confirm reservations at ruth chris for carol lee,oos
2043,check on my reservation for umami at 6pm,oos
2044,does it show me as having a reservation for tomorrow at 5,oos
2045,can you check that i have a reservation on february 28th for 3 in the afternoon,oos
2046,i want to make sure my reservation for 5 at mcdonalds is still set,oos
2047,i want to verify my reservation for the 18th at 1pm,oos
2048,can you verify that i have a reservation at o'reilly's for 9,oos
2049,is my 10am village inn reservation valid,oos
2050,please tell me if my reservation is scheduled for sally's at 3 pm,oos
2051,tell me if i have reservations at the back abbey at 6 pm,oos
2052,do you know if my reservation for dono is confirmed at 8 pm,oos
2053,can you confirm my reservation for kevin at red robin,oos
2054,i need to confirm that i have a reservation at red robin for josh,oos
2055,i wish to confirm that i have a reservation at red robin for josh,oos
2056,i need to confirm my reservation for 2/20 at 8 pm,oos
2057,i need you to confirm my reservation for outback steakhouse at 6,oos
2058,i'd like to confirm that i have a reservation at red robin for josh,oos
2059,will you make sure robert has a reservation at ruth's steakhouse,oos
2060,can you confirm i have a reservation at 5 pm on march 13th,oos
2061,i want my reservation for march 1 at 8 pm confirmed,oos
2062,i would like you to confirm my reservation for next saturday at 11 am,oos
2063,i need you to confirm my reservation for tomorrow at 3 pm,oos
2064,check to confirm my reservation for february 22 at noon,oos
2065,i would like to try and confirm that i have a reservation at macaroni grill for saul,oos
2066,i would like to try and confirm that i have a reservation at la palapa for bolding,oos
2067,can you confirm my reservation for steve at olive garden,oos
2068,can you confirm my reservation for jaime at red lobster,oos
2069,i'd like for you to make sure my reservation is there for charlie's under jack,oos
2070,please confirm my reservation for april 1st at 9am,oos
2071,can you confirm my reservation for minnis at 4:00,oos
2072,please confirm my reservation for may 9th at 4pm,oos
2073,please confirm my reservation for march 1st at 2pm,oos
2074,can you confirm my reservation for chillis at 8:00,oos
2075,can you you confirm my reservation for jean at taco house,oos
2076,does taco house have a reservation for jean,oos
2077,can you block my chase account right away please,oos
2078,i need you to block my chase account immediately,oos
2079,place a hold on my bank account,oos
2080,how can i stop transactions on my account,oos
2081,freeze my account immediately,oos
2082,block my monkey market right now,oos
2083,put a stop on my deposit account,oos
2084,stop any future processing on my savings account,oos
2085,put a hault on my savings account,oos
2086,"could you put a stop on my bank account, please",oos
2087,can you put a stop on my bank account now,oos
2088,"can you put a stop on my bank account, please",oos
2089,can you put a stop on my bank account,oos
2090,could you freeze my account now,oos
2091,is it too much trouble to put a stop on my bank account,oos
2092,please set my account as frozen,oos
2093,i need my account frozen,oos
2094,i really want my account frozen,oos
2095,stop all payments to my bank account,oos
2096,turn off my account,oos
2097,i need to hold off on my account,oos
2098,terminate the account,oos
2099,i am going to need a block put on my chase account right away,oos
2100,put a freeze on my bank account,oos
2101,i want you to immediatly block any further activity on my bb&t bank account,oos
2102,put a block on my amalgamated bank account right now,oos
2103,i'd like a stop placed on my bank account,oos
2104,i'd like to put a freeze on my bank account,oos
2105,please do a stop on my bank account,oos
2106,stop payments from my bank,oos
2107,my bank account must be frozen,oos
2108,please put a block on my wells fargo account,oos
2109,put a hold on my bank account please,oos
2110,put a hold on my bank of america account right away please,oos
2111,ways to transfer my 401k,oos
2112,"who do i go to, to transfer my 401k",oos
2113,tell me if i am able to rollover my 401k,oos
2114,i want to rollover my 401k but dont know how,oos
2115,i need to know if it is possible to rollover my 401k,oos
2116,i nee to know how to transfer my 401k,oos
2117,will you help me figure out how to transfer my 401k,oos
2118,can you instruct me on how to rollover my 401k,oos
2119,please walk me through the steps necessary to rollover my 401k,oos
2120,how do i transport my 401k,oos
2121,how do i redirect my 401k,oos
2122,walk me through on how to roll over my 401k,oos
2123,help me roll over my 401k,oos
2124,i could use some help transfering my 401k,oos
2125,i need your assistance on transfering my 401k,oos
2126,i need your assistance on rolling over my 401k,oos
2127,i have to get my 401k rollover because i just got a new job,oos
2128,i have just switched jobs and need assistance with my 401k rollover,oos
2129,i just switched jobs and need a 401k rollover,oos
2130,i'd like my 401k to be rolled over,oos
2131,tell me how to get my 401k rolled over,oos
2132,how can i roll over my 401k,oos
2133,can a 401k be rolled over,oos
2134,do i have the ability to rollover my 401k,oos
2135,i just got this new job but i need help with my 401k rollover,oos
2136,i want my 401k rolled over to a new workplace,oos
2137,i desperately need to rollover my 401k somehow,oos
2138,can you help me figure out the process of rolling over a 401k,oos
2139,i just found a better job and need to move my 401k over to my new employer,oos
2140,transfer my 401k please,oos
2141,can you explain to me how to rollover my 401k,oos
2142,explain to me how to rollover my 401k,oos
2143,can you help me with my 401k rollover since i got a new job,oos
2144,i need assistance figuring out how to rollover my 401k,oos
2145,"i need to get some assistance figuring out how to rollover my 401k, please",oos
2146,i need to get some assistance figuring out how to rollover my 401k,oos
2147,"i need assistance figuring out how to rollover my 401k, please",oos
2148,what company owns your code,oos
2149,i am needing to know who made you,oos
2150,tell me who made you,oos
2151,let me know who made you,oos
2152,who was your creator,oos
2153,what's the business that caused you to be made,oos
2154,who are the people responsible for you,oos
2155,who formulated you,oos
2156,by which company are you designed by,oos
2157,to which company is your design accredited to,oos
2158,who developed your internal code,oos
2159,who created your ai program,oos
2160,who was your inventor,oos
2161,who were you made by,oos
2162,tell me your brand,oos
2163,may i know who made you,oos
2164,do you know who you came from,oos
2165,who is your originator,oos
2166,who is your creator,oos
2167,the programmer who made you is who,oos
2168,what is the name of the person who created you,oos
2169,who built you,oos
2170,please identify the name of the creator of this ai,oos
2171,will you tell me who made the ai,oos
2172,who makes the ai,oos
2173,ai who made you,oos
2174,can you tell me who created you,oos
2175,who were you invented by,oos
2176,who made you up,oos
2177,what company created you,oos
2178,what company sponsored you,oos
2179,which company programmed you,oos
2180,how long to get to the airport in la,oos
2181,does it take a long time to get to the airport in la,oos
2182,how long's it take to get to the panera downtown,oos
2183,how much time will riding the bus to downtown take,oos
2184,how far is the airport in dallas from my current location,oos
2185,how far am i from the beach right now,oos
2186,"how far is the grand canyon from my current location in phoenix, az",oos
2187,where is the closest gas station,oos
2188,how long would it take to get to times square by bus,oos
2189,how long would a bus to the empire state building take,oos
2190,please let me know how long it'll be until i reach the sky harbor airport,oos
2191,approximately how long does it take to get to the resort in miami,oos
2192,how long does it take to get to the park in detroit,oos
2193,how long does it take to get to the airport in dallas,oos
2194,how long does it take to get to applebees in nj,oos
2195,i need a time update on the applebees trip,oos
2196,i want to know the time to get to td bank in toms river,oos
2197,what time will we arrive at the bank,oos
2198,how long does it take to get to phoenix by bus,oos
2199,how long does it take to get to virginia by bus,oos
2200,how long will it take me to get to red robin in glendale,oos
2201,how long will a bus ride take if i'm going to the capitol building,oos
2202,how long will it take to reach central park by bus,oos
2203,how long will it take to get to golden gate bridge from pier 39,oos
2204,how long will it take to get from galleria mall to state capitol,oos
2205,"by bus, how long would it take to get to detroit",oos
2206,what is the time that it will take to arrive at detroit,oos
2207,how much time will pass between the start and end of our sojourn by bus to detroit,oos
2208,what amount of time will pass in order for a person at our location to take bus to detroit,oos
2209,how much time to reach doctors office,oos
2210,what is the name you call me saved as,oos
2211,what is my first name saved as,oos
2212,can you guess my name,oos
2213,i want you to guess my name,oos
2214,by what name people call me,oos
2215,tell me what you think my name is,oos
2216,what can you call me,oos
2217,what would i be referred to as,oos
2218,what will you call me,oos
2219,what will you refer to me as,oos
2220,what are you going to refer to me as,oos
2221,in what format did you save my name,oos
2222,what's my name in your system,oos
2223,the name you have for me is what,oos
2224,tell me my designation,oos
2225,by what nym do you think of me,oos
2226,what's my name huh,oos
2227,what name do you use to talk about me,oos
2228,what name do you have listed for me,oos
2229,what do you refer to me as,oos
2230,what name do you know me by,oos
2231,tell me what you believe my name to be,oos
2232,what do you think i am called,oos
2233,what's my name saved under,oos
2234,what name do you call me,oos
2235,what do you have me saved under,oos
2236,what is my name saved as,oos
2237,i want you to let me know what names you have for me,oos
2238,would you tell me what names you have for me,oos
2239,do you know how to refer to me,oos
2240,what name is mine,oos
2241,you have what name for me,oos
2242,let me know the name you have for me,oos
2243,french time zone,oos
2244,do you know what timezone italy is in,oos
2245,the timezone of italy is what,oos
2246,i need to know what timezone ireland is in,oos
2247,what timezone is phoenix in,oos
2248,tell me what timezone finland is in,oos
2249,what timezone is canada in,oos
2250,what timezone is russia in,oos
2251,miami time zone is what,oos
2252,can you tell me the timezone in san francisco,oos
2253,"in paris, what's the timezone",oos
2254,can you tell me which timezone is cambodia in,oos
2255,which timezone is buenos aires in,oos
2256,what's chicago's time zone,oos
2257,what is the timezone for quito,oos
2258,what timezone is boise in,oos
2259,whats the timezone for san fransico,oos
2260,what's the timezone for san diego,oos
2261,can you tell me denver's timezone,oos
2262,what timezone would i be in if i traveled to moscow,oos
2263,can you tell me what timezone chicago is in,oos
2264,do you know what the timezone is in reno,oos
2265,"if i am in reno, what would the timezone be",oos
2266,please search for portland's timezone,oos
2267,i would like information on france's timezone,oos
2268,what timezone is new york in,oos
2269,what timezone is reno in,oos
2270,what timezone is los angeles in,oos
2271,is austin in the central timezone,oos
2272,what is the timezone in las vegas,oos
2273,las vegas is in what timezone,oos
2274,las vegas timezone please,oos
2275,go past this song,oos
2276,please play the next song,oos
2277,go to the next song on the playlist,oos
2278,skip this song,oos
2279,can you skip this song,oos
2280,i would like to hear the next tune on this particular playlist,oos
2281,lets pause this song and move onto the next,oos
2282,lets just play the next song please,oos
2283,hop to the next one,oos
2284,skip over this song,oos
2285,play the next song queued up,oos
2286,what is the next song to be played,oos
2287,can we stop this song and play the next one,oos
2288,skip this and go to the next song,oos
2289,skip and play next song,oos
2290,skip and next,oos
2291,go to the next song now,oos
2292,the next song should be played,oos
2293,please change the song now,oos
2294,forget this song and go to the next,oos
2295,please jump to the song that follows this one,oos
2296,let's play the next song now,oos
2297,continue to next song on the playlist,oos
2298,take me to the next song on this playlist,oos
2299,proceed to the next song on this playlist,oos
2300,start playing the next track,oos
2301,advance to the next song,oos
2302,give me the next song,oos
2303,skip this song and play the next one,oos
2304,play the song after this,oos
2305,change the song to the next one on this playlist,oos
2306,stop the current song and play the next one on this playlist,oos
2307,"could you skip to the next song on this playlist, please",oos
2308,"could you play the next song on this playlist, please",oos
2309,could you play the next song on this playlist,oos
2310,stop this song and go to the next one,oos
2311,before i make my mastercard payment can you tell me what i've recently charged on it,oos
2312,please tell me all of my recent transactions,oos
2313,i need to know all the recent transactions i've made,oos
2314,tell me the most recent charges on my chase credit card before i pay the bill,oos
2315,what transactions have i made on liquor in the past month,oos
2316,i need to know something about my latest transaction,oos
2317,i need some information on a recent transaction,oos
2318,what was the last thing i purchased,oos
2319,may i get all of the food transactions that were made last month,oos
2320,what were my last five transactions on my visa card,oos
2321,i would like to hear all transactions made on my amex for the last ten days,oos
2322,show me my transactions on mcdonalds,oos
2323,let me know the list of transaction on my first hawaiian bank,oos
2324,i want to see the list of transaction on my bank of hawaii,oos
2325,what are my recent transaction,oos
2326,on my card what have been my recent purchases,oos
2327,whats my recent transactions on my card,oos
2328,show my transaction statement,oos
2329,what transactions happened in the last week,oos
2330,what's the last transaction i made yesterday,oos
2331,show me last transaction,oos
2332,i need to see my shopping transactions,oos
2333,i would like to take a look at my transaction history,oos
2334,i want to see my entertainment transactions,oos
2335,what did i spend at target on my barclays card last month,oos
2336,show me the transaction on burger king,oos
2337,show me my transactions within the past week,oos
2338,show me all gas purchases within the last month,oos
2339,can you list all recent transactions,oos
2340,"looking at january, show all wine purchases",oos
2341,tell me where to go since i want to eat out tonight,oos
2342,"i'm not going to cook today, can you suggest a restaurant",oos
2343,"i want to eat out, where should i go",oos
2344,"i'm hungry, where should i go",oos
2345,name a good restaurant near me,oos
2346,what's a highly rated place for steak in omaha,oos
2347,what's a good place to go to for food around here,oos
2348,are there any decent places to get seafood in seattle,oos
2349,any ideas on a good place to eat out,oos
2350,where would you eat italian in chicago,oos
2351,where should i go out for food to,oos
2352,can you find me a good restaurant to try eating at,oos
2353,tell me some good mexican restaurants in dallas,oos
2354,i want recommendations for good sushi spots in los angeles,oos
2355,do you know of any good mexican restaurants in seattle,oos
2356,can you suggest some quality chinese restaurants in oklahoma city,oos
2357,help me pick a nice restaurant to dine at,oos
2358,what mexican restaurant within 5 miles has the best reviews,oos
2359,"in boston, what are the best pizza places",oos
2360,recommendations for good thai restaurants in las vegas,oos
2361,where should i go for good thai food in las vegas,oos
2362,where are some good thai restaurants in las vegas,oos
2363,tell me which restaurants are good for thai food in las vegas,oos
2364,can you list off 4 star restaurants,oos
2365,what type of restaurants are nearby,oos
2366,i need to know what restaurants are near me,oos
2367,can you list off different restaurants,oos
2368,could you locate me some good places in kentucky that serve sushi,oos
2369,can you find me some good places in kentucky that serve sushi,oos
2370,could you direct me to any good places in kentucky that serve sushi,oos
2371,any new restaurants near the mall,oos
2372,what's your recommendation for dining out tonight,oos
2373,is there any good place in hawaii for pasta,oos
2374,are there any sushi restaurants in reno that have good reviews,oos
2375,how many rewards do i now have on my hy-vee card,oos
2376,what's my current reward balance on my amex card,oos
2377,what's my visa's current rewards balance,oos
2378,what's the current reward amount on my visa,oos
2379,what's the reward point count on my discover card,oos
2380,what is my bank of america card's rewards balance,oos
2381,how can i look at rewards for my amex card,oos
2382,tell me how to check rewards for my mastercard,oos
2383,help me check my visa rewards card,oos
2384,can you tell me how many points i have on my kohls card,oos
2385,is there a better way to check my visa rewards card balance,oos
2386,how many points are on my gold card,oos
2387,what points were earned on my mastercard,oos
2388,how many rewards points do i have for my wells fargo card,oos
2389,how many rewards points do i have for my chase card,oos
2390,how many rewards points do i have for my mastercard,oos
2391,how many points have i accumulated on my mastercard,oos
2392,what's the point balance on my marriot rewards card,oos
2393,how many points do i have in total on my marriot rewards card,oos
2394,give my my current points on my marriot rewards card,oos
2395,can you tell me my starbucks rewards balance,oos
2396,can you help me tell what my starbucks rewards balance is,oos
2397,what is the remainder of my starbucks rewards balance,oos
2398,i have how many points on my amex right now,oos
2399,i have how many tier credits on my caesar's card,oos
2400,how many points do i have on my mlife card,oos
2401,how many rewards do i have on my chase card,oos
2402,how do i find out my rewards balance on my chase card,oos
2403,can i check my visa reward balance online,oos
2404,what is the number of remaining rewards points on my chase card,oos
2405,i need to find out the rewards points i have left on my american express card,oos
2406,does my mastercard have any rewards points remaining,oos
2407,put my points up for master card,oos
2408,tell me how to check rewards on my american express card,oos
2409,"i want to pay my bill, please",oos
2410,pay my water bill with my charles schwab account,oos
2411,use my capital one account to pay for my gas bill,oos
2412,pay my electric bill from my amex account,oos
2413,i want to pay my car bill,oos
2414,i want to pay my tax bill,oos
2415,i need help paying my hoa bill,oos
2416,please go ahead and make my student loan payment,oos
2417,can you assist me in paying my electric bill,oos
2418,pay my mortgage from my checkings accounts,oos
2419,i want to pay off my student loan,oos
2420,i need to pay this month's tv subscription fee,oos
2421,will you aid me in paying my insurance premium,oos
2422,use my savings account to the pay the rent,oos
2423,please tell me how to pay my gas bill,oos
2424,i need to get help paying my gas bill,oos
2425,will you take my bill payment,oos
2426,schedule a gas bill payment,oos
2427,pay the cable bill with my visa card,oos
2428,pay the red cross the monthly donation,oos
2429,i want to pay my internet bill,oos
2430,i want to pay my gas bill,oos
2431,make a payment on the electric bill,oos
2432,help me pay my electric bill,oos
2433,pay the electric bill,oos
2434,i need help paying my cable bill,oos
2435,i must pay my cable bill from my checking account,oos
2436,i must pay my cable bill,oos
2437,i need to pay my cable bill,oos
2438,i need help paying my rent bill,oos
2439,i need help paying my water bill,oos
2440,i need help paying my electric bill,oos
2441,i'd really like to pay this bill,oos
2442,i am not sure how to pay my phone bill and need assistance,oos
2443,can you pay the bill now,oos
2444,how much did i spend at restaurants last week,oos
2445,how much have i spent lately on eating out,oos
2446,what did i spend at the grocery store yesterday,oos
2447,how much money did i spend at starbucks in the last week,oos
2448,where did all my money go this month,oos
2449,what have my expenditures been at macys,oos
2450,how much did i spend this week,oos
2451,what did i spend at bath and body works last month,oos
2452,what did i spend my money on last week,oos
2453,have i been spending a lot on food lately,oos
2454,how much money have i spent this month,oos
2455,how much money have i spent this week,oos
2456,i want to know how much i spent last week,oos
2457,how much have i paid for rent in the last 6 months,oos
2458,how much have i spent eating out this week,oos
2459,what did car insurance run me this year,oos
2460,how much have i spent on alcohol recently,oos
2461,how much have i spent on books recently,oos
2462,how much have i spent on clothes recently,oos
2463,please list my total spending on grocery shopping for the last two months,oos
2464,have i spent a lot on food recently,oos
2465,i need to know what i have spent on food recently,oos
2466,can you tell me what i have spent on food recently,oos
2467,how much have i spent lately on food,oos
2468,how much money have i recently spent on entertainment,oos
2469,i need to know what i spend on utilities for the last year,oos
2470,what did i spend on groceries this month,oos
2471,how much money did i use to spend on catering five hours ago,oos
2472,how much did i spend on gear two weeks ago,oos
2473,how much money did i spend on tent equipment four hours ago,oos
2474,how much money did i spend on food last month,oos
2475,would please let me know how much i spent on food in january,oos
2476,i have been spending a lot on food out lately,oos
2477,have i been spending more money at restaurants,oos
2478,how much have i spent on food in the past week,oos
2479,have they approved my vacation request yet,oos
2480,give me the status of my vacation request,oos
2481,am i going to be able to get my vacation request,oos
2482,"my vacation, has it been approved yet",oos
2483,did they approve my day off request,oos
2484,did they say yes to my day off request,oos
2485,will my vacation be approved soon,oos
2486,do we have good news in the form of vacation approval,oos
2487,what is the news on my vacation request,oos
2488,what is the update on my vacation request,oos
2489,has my vacation request been updated,oos
2490,has my vacation time been signed off on,oos
2491,has my vacation time at work been allowed,oos
2492,is walmart going to let me take the vacation time i asked for,oos
2493,i'm i okayed for vacation time,oos
2494,did you get confirmation my vacation is a go,oos
2495,is the request for vacation i filed with my manager at intel approved yet,oos
2496,have they authorized my vacation,oos
2497,i want to know if my vacation request has been approved,oos
2498,do you know if my vacation request has been approved,oos
2499,i want to know the status of my day off request,oos
2500,status of my request for vacation,oos
2501,has my request for the day off been approved yet,oos
2502,how is the approval of my day off progressing,oos
2503,has anyone approved my day off request,oos
2504,i need you to let me know what the status of my day off request is,oos
2505,would you tell me what the status of my day of request is,oos
2506,do you know if my vacation was approved yet or not,oos
2507,i want to know what the latest is on my vacation request i submitted,oos
2508,can you figure out how to find my credit score,oos
2509,are you able to lookup my credit rating,oos
2510,where can i check my credit rating,oos
2511,provide me with my credit score,oos
2512,i need my credit score,oos
2513,find my credit score for me,oos
2514,please tell me my credit rating,oos
2515,my credit score is what,oos
2516,tell me my credit score please,oos
2517,can you tell me my credit score,oos
2518,what is my exact credit score,oos
2519,how good is my credit score,oos
2520,what's my credit score rating,oos
2521,"if i want my credit score, how do i find it",oos
2522,how do i get my credit score,oos
2523,how do i find out what my credit score is,oos
2524,i really wanna know my credit score,oos
2525,i wanna know my credit rating now,oos
2526,i gotta know my credit score,oos
2527,tell me my credit rating,oos
2528,i would love to know my credit score,oos
2529,i wish to know my credit score,oos
2530,would you tell me my credit score,oos
2531,what's my credit rating,oos
2532,how to locate my credit score,oos
2533,where is my credit score located,oos
2534,where can i find my credit score,oos
2535,find my credit score,oos
2536,i would like to look up my credit score please,oos
2537,can you reveal my credit score,oos
2538,how is my credit score rated,oos
2539,is my credit report low,oos
2540,can you tell me about my credit rating,oos
2541,what's my credit score,oos
2542,how do applications for discover cards work,oos
2543,what does it take to get a new card,oos
2544,can i complete an application for a new credit card,oos
2545,"visa card, i want to apply",oos
2546,how do i get a new credit card sent to me,oos
2547,i need to apply for a new credit card,oos
2548,i wanna apply for a bank of america travel rewards credit card,oos
2549,i must apply for a new credit card,oos
2550,i would like to apply for a master card,oos
2551,i would like to apply for a credit card,oos
2552,what's the procedure to apply for a new credit card,oos
2553,direct me to the application for a new credit card,oos
2554,apply for an american express card,oos
2555,might i be able to apply for a new credit card,oos
2556,is it possible to apply for a new credit card,oos
2557,i think i'd like to apply for an amex,oos
2558,i would like to apply for a new card,oos
2559,can i get a brand new card please,oos
2560,i want to find a new credit card to sign up for,oos
2561,walk me through the process of applying for an american express card,oos
2562,i am interested in applying for a visa card,oos
2563,i need to know how to apply for a mastercard,oos
2564,how to apply for platinum card,oos
2565,please help me apply for a silver card,oos
2566,tell me the process of applying for a apollo card,oos
2567,"how do i apply for a visa card, please",oos
2568,what if you want a new credit card,oos
2569,can you help me find out how to get a new credit card,oos
2570,can you help me get a new credit card,oos
2571,may i apply for a new credit card,oos
2572,i would like to apply for a new credit card,oos
2573,could you please let me apply for a new credit card,oos
2574,hey what do i do to apply for a visa card,oos
2575,while on flight america airlines i lost luggage in o'hare,oos
2576,my luggage was lost so what do i do,oos
2577,what step do i take if my bag got lost on the flight,oos
2578,i lost my luggage coming from chicago on delta flight ab123,oos
2579,"i lost my luggage, what now",oos
2580,my luggage is missing i was on frontier flight ab123 from seattle,oos
2581,can you please help me find my lost luggage,oos
2582,my luggage has not arrived and i would like help locating it,oos
2583,my luggage is lost and i would like help trying to locate it,oos
2584,i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston,oos
2585,i just traveled on american airlines flight ab123 out of dallas i can't find my luggage,oos
2586,i was on american airlines flight ab123 out of houston and i can't find my luggage,oos
2587,what if i lost my luggage,oos
2588,"help, i lost my luggage",oos
2589,how to find lost luggage,oos
2590,what is the best way to deal with my lost luggage,oos
2591,"if i lost my luggage, where can i get help",oos
2592,how do i handle the situation if i lost my luggage,oos
2593,what should i do if i'm waiting at the airport and my luggage is not here,oos
2594,i think my luggage got lost,oos
2595,i was on delta flight ab123 out of new york and i can't find my luggage,oos
2596,my luggage is lost i was on delta flight ab123 out of new york,oos
2597,i was on delta flight ab123 out of new york and haven't been able to locate my luggage,oos
2598,my luggage appears to be missing,oos
2599,can you see if you can track where my luggage is,oos
2600,i can't find any of my luggage!,oos
2601,who do i report lost luggage to,oos
2602,can you help me locate lost luggage,oos
2603,can you check where my luggage is off jetblue flight ab123 out of buffalo,oos
2604,where's my luggage for american airlines flight ab123 out of denver,oos
2605,can you find out what happened to my luggage,oos
2606,do you know whom i should contact since my luggage did not arrive,oos
2607,"i can't locate my luggage, i was on jetblue flight ab123 out of detroit",oos
2608,"my luggage is lost, i was on american airlines ab123 out of los angeles",oos
2609,tell me where my luggage is,oos
2610,how do i find lost luggage in an airport,oos
2611,i need to figure out what to do about lost luggage,oos
2612,please repeat,oos
2613,just another time please,oos
2614,i want that repeated,oos
2615,ai what was the question,oos
2616,ai please repeat,oos
2617,ai could you say that again,oos
2618,please repeat yourself,oos
2619,"i didn't catch that, please repeat",oos
2620,can you say that over,oos
2621,please say that one more time,oos
2622,hold on what was that you just said,oos
2623,repeat that last response,oos
2624,"i did not hear you, please repeat",oos
2625,say it one more time please,oos
2626,im sorry can you repeat yourself,oos
2627,"i missed what you said, can you say it again",oos
2628,"i couldn't hear you, can you repeat it",oos
2629,i would like you to repeat yourself,oos
2630,i am needing for you to say that again,oos
2631,could you ask the question again,oos
2632,repeat the question,oos
2633,repeat that please,oos
2634,"i didnt hear what you just said, can you say it again",oos
2635,"i didnt understand what you just said, can you say it again",oos
2636,can you say what you just said again,oos
2637,please say it again,oos
2638,repeat that again,oos
2639,"i missed that, say it again",oos
2640,"i didn't hear you, can you repeat that louder",oos
2641,can i get you to say that once more,oos
2642,will you repeat what you just said,oos
2643,come again with that,oos
2644,how many miles per gallon do i get in my car,oos
2645,what kind of gas mileage do i get,oos
2646,what's my car's gas mileage,oos
2647,how many miles per gallon does my car get,oos
2648,can you tell me the miles per gallon rate of my car,oos
2649,what is the gas mileage for the car that i drive,oos
2650,how many miles does my car get per gallon,oos
2651,retrieve my current mpg on my car,oos
2652,how many miles per gallon does it get in the city,oos
2653,how far can the car get per gallon on the highway,oos
2654,how many mpg does this car get,oos
2655,mpg of this car,oos
2656,what is the mpg of this car,oos
2657,what is the mpg,oos
